,mal_id,titles,Tag
3085,17549,Non Non Biyori,"['7.94', 'SliceofLife', 'CGDCT', 'Iyashikei', 'School', 'hotaru', ""ichijou's"", 'lifestyle', 'completely', 'changes', 'when', 'she', 'leaves', 'tokyo', 'and', 'moves', 'with', 'her', 'family', 'to', 'the', 'isolated', 'asahigaoka', 'village.', 'her', 'new', 'school', 'has', 'only', 'five', 'students', 'including', 'herself,', 'all', 'sharing', 'a', 'single', 'classroom', 'regardless', 'of', 'grade', 'level.', 'there', 'are', 'no', 'convenience', 'stores', 'in', 'the', 'area,', 'and', 'it', 'can', 'take', 'up', 'to', 'two', 'hours', 'for', 'a', 'bus', 'to', 'arrive.', 'nevertheless,', 'hotaru', 'finds', 'herself', 'captivated', 'by', 'the', ""countryside's"", 'charm', 'thanks', 'to', 'her', 'four', 'unique', 'schoolmates', 'with', 'whom', 'she', 'quickly', 'forms', 'a', 'genuine', 'bond.', 'the', 'most', 'colorful', 'of', 'them', 'is', 'renge', 'miyauchi,', 'a', 'first-grader', 'who', 'is', 'often', 'perceptive', 'despite', 'her', 'age.', 'however,', 'no', 'less', 'intriguing', 'are', 'the', 'three', 'koshigaya', 'siblings:', 'the', 'quiet', 'oldest', 'brother', 'suguru,', 'the', 'petite', 'older', 'sister', 'komari,', 'and', 'the', 'prankish', 'youngest', 'sister', 'natsumi.', 'having', 'someone', 'from', 'the', 'city', 'join', 'their', 'cheerful', 'little', 'group', 'enlivens', 'the', 'ordinary', 'days', 'in', 'asahigaoka.', 'not', 'only', 'does', 'hotaru', 'bring', 'firsthand', 'knowledge', 'from', 'the', 'alluring', 'outside', 'world,', 'but', 'her', 'fresh', 'outlook', 'on', 'life', 'welcomes', 'a', 'blossom', 'of', 'change', 'to', 'their', 'usual', 'routine.', '[written', 'by', 'mal', 'rewrite]']"
3086,19221,"Ore no Nounai Sentakushi ga, Gakuen Love Comedy wo Zenryoku de Jama Shiteiru","['7.15', 'Comedy', 'Romance', 'Harem', 'School', 'for', 'kanade', 'amakusa,', 'life', 'as', 'a', 'high', 'schooler', 'should', 'have', 'been', 'normal,', 'and', 'it', 'would', 'have', 'been—if', 'he', ""wasn't"", 'living', 'with', 'the', 'most', 'ridiculous', 'curse', 'imaginable.', '""absolute', 'choice,""', 'a', 'system', 'forced', 'upon', 'him', 'by', 'a', 'self-proclaimed', 'god,', 'randomly', 'presents', 'a', 'mental', 'selection', 'of', 'actions', 'that', 'he', 'must', 'act', 'out', 'based', 'on', 'his', 'choice.', 'to', 'add', 'to', 'his', 'dilemma,', 'it', 'tends', 'to', 'occur', 'in', 'the', 'most', 'public', 'of', 'places,', 'and', 'his', 'options', 'never', 'seem', 'to', 'deviate', 'from', 'the', 'rude', 'and', 'crude', 'in', 'nature.', 'as', 'a', 'result,', 'the', 'helpless', 'boy', 'stresses', 'through', 'each', 'day,', 'fumbling', 'to', 'repair', 'his', 'already', 'tarnished', 'reputation', 'while', 'desperately', 'praying', 'to', 'avoid', 'the', 'next', 'spontaneous', 'episode', 'of', 'absolute', 'choice.', 'to', 'his', 'dismay,', 'the', 'one', 'in', 'charge', 'is', 'always', 'one', 'step', 'ahead', 'of', 'him', 'and', 'proceeds', 'to', 'not-so-subtly', '""choice""', 'him', 'into', 'the', 'lives', 'of', 'several', 'girls', 'at', 'his', 'school.', 'just', 'when', ""kanade's"", 'school', 'life', ""can't"", 'seem', 'to', 'be', 'doomed', 'any', 'further,', 'a', 'decision', 'that', 'he', 'reluctantly', 'selects', 'on', 'the', 'way', 'home', 'sends', 'a', 'beautiful', 'girl', 'crashing', 'down', 'from', 'the', 'sky,', 'along', 'with', 'the', 'promise', 'of', 'more', 'hysterically', 'hellish', 'choices.', '[written', 'by', 'mal', 'rewrite]']"
3087,18247,IS: Infinite Stratos 2,"['6.46', 'Action', 'Comedy', 'Romance', 'Sci-Fi', 'Ecchi', 'Harem', 'School', 'second', 'season', 'of', 'infinite', 'stratos.']"
3088,11981,Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari,"['8.48', 'AwardWinning', 'Drama', 'Fantasy', 'Suspense', 'MahouShoujo', 'Psychological', 'the', 'young', 'girls', 'of', 'mitakihara', 'happily', 'live', 'their', 'lives,', 'occasionally', 'fighting', 'off', 'evil,', 'but', 'otherwise', 'going', 'about', 'their', 'peaceful,', 'everyday', 'routines.', 'however,', 'homura', 'akemi', 'feels', 'that', 'something', 'is', 'wrong', 'with', 'this', 'unusually', 'pleasant', 'atmosphere—though', 'the', 'others', 'remain', 'oblivious,', 'she', ""can't"", 'help', 'but', 'suspect', 'that', 'there', 'is', 'more', 'to', 'what', 'is', 'going', 'on', 'than', 'meets', 'the', 'eye:', 'someone', 'who', 'should', 'not', 'exist', 'is', 'currently', 'present', 'to', 'join', 'in', 'on', 'their', 'activities.', 'mahou', 'shoujo', 'madoka★magica', 'movie', '3:', 'hangyaku', 'no', 'monogatari', 'follows', 'homura', 'in', 'her', 'struggle', 'to', 'uncover', 'the', 'painful', 'truth', 'behind', 'the', 'mysterious', 'circumstances,', 'as', 'she', 'selfishly', 'and', 'desperately', 'fights', 'for', 'the', 'sake', 'of', 'her', 'undying', 'love', 'in', 'this', 'despair-ridden', 'conclusion', 'to', 'the', 'story', 'of', 'five', 'magical', 'girls.', '[written', 'by', 'mal', 'rewrite]']"
3089,19369,Outbreak Company,"['7.18', 'Comedy', 'Fantasy', 'Harem', 'Isekai', 'OtakuCulture', 'Parody', 'shinichi', 'kanou', 'is', 'a', 'shut-in', 'otaku', 'with', 'a', 'vast', 'knowledge', 'of', 'anime,', 'manga,', 'and', 'video', 'games.', 'one', 'day,', 'after', 'applying', 'for', 'a', 'job', 'in', 'hopes', 'of', 'escaping', 'his', 'secluded', 'lifestyle,', 'he', 'is', 'kidnapped', 'and', 'transported', 'to', 'the', 'eldant', 'empire—a', 'fantasy', 'world', 'filled', 'with', 'elves,', 'dragons,', 'and', 'dwarves.', 'trapped', 'in', 'this', 'strange', 'land,', 'shinichi', 'is', 'given', 'an', 'unlikely', 'task', 'by', 'the', 'japanese', 'government:', 'to', 'spread', 'otaku', 'culture', 'across', 'the', 'realm', 'by', 'becoming', 'an', '""otaku', 'missionary.""', 'to', 'accomplish', 'his', 'mission,', 'shinichi', 'has', 'the', 'full', 'support', 'of', 'the', 'japanese', 'government,', 'as', 'well', 'as', 'the', 'half-elf', 'maid', 'myucel', 'and', 'princess', 'petralka', 'of', 'the', 'eldant', 'empire.', 'together', 'with', 'this', 'ragtag', 'bunch,', 'he', 'will', 'overcome', 'the', 'obstacles', 'of', 'politics,', 'social', 'classes,', 'and', 'ethnic', 'discrimination', 'to', 'promote', 'the', 'ways', 'of', 'the', 'otaku', 'in', 'this', 'holy', 'land.', '[written', 'by', 'mal', 'rewrite]']"
3090,17513,Diabolik Lovers,"['5.19', 'Drama', 'Supernatural', 'ReverseHarem', 'School', 'Vampire', 'at', 'the', 'behest', 'of', 'her', 'father,', 'yui', 'komori', 'goes', 'to', 'live', 'in', 'a', 'secluded', 'mansion,', 'home', 'to', 'the', 'six', 'sakamaki', 'brothers—shuu,', 'reiji,', 'ayato,', 'kanato,', 'laito,', 'and', 'subaru—a', 'family', 'of', 'vampires.', 'though', 'at', 'first', 'the', 'siblings', 'are', 'confused', 'as', 'to', 'why', 'the', 'girl', 'has', 'arrived,', 'they', 'soon', 'realize', 'that', 'she', 'is', 'to', 'be', 'their', 'new', '""sacrificial', 'bride,""', 'not', 'to', 'mention', 'their', 'other,', 'more', 'carnal', 'intentions', 'for', 'her.', 'after', 'meeting', 'the', 'brothers,', 'yui', 'quickly', 'begins', 'to', 'question', 'why', 'her', 'father', 'would', 'have', 'sent', 'her', 'here', 'and', 'why', 'she', 'feels', 'a', 'strange,', 'new', 'pain', 'in', 'her', 'chest.', 'with', 'each', 'brother', 'more', 'sadistic', 'than', 'the', 'last,', ""yui's"", 'life', 'as', 'a', 'captive', 'takes', 'a', 'harrowing', 'turn', 'in', 'her', 'new', 'home.', 'as', 'her', 'days', 'turn', 'into', 'endless', 'nights,', 'and', 'each', 'brother', 'vows', 'to', 'make', 'her', 'his', 'own,', 'yui', 'falls', 'deeper', 'and', 'deeper', 'into', 'madness', 'and', 'ecstasy.', '[written', 'by', 'mal', 'rewrite]']"
3091,17247,Machine-Doll wa Kizutsukanai,"['7.04', 'Action', 'Fantasy', 'Sci-Fi', 'Ecchi', 'Harem', 'School', 'the', 'walpurgis', 'royal', 'academy', 'of', 'machinart', 'was', 'founded', 'alongside', 'the', 'development', 'of', '""machinart,""', 'machine', 'magic', 'capable', 'of', 'giving', 'life', 'and', 'intelligence', 'to', 'mechanical', 'dolls', 'subsequently', 'called', 'as', '""automaton.""', 'its', 'aim:', 'train', 'skilled', 'puppeteers', 'to', 'control', 'the', 'automatons,', 'as', 'militaries', 'across', 'the', 'globe', 'have', 'begun', 'incorporating', 'machinart', 'into', 'their', 'armies.', 'after', 'miserably', 'failing', 'the', ""academy's"", 'entrance', 'exams,', 'raishin', 'akabane', 'and', 'his', 'humanoid', 'automaton', 'yaya', 'must', 'defeat', 'one', 'of', 'the', 'top', 'one', 'hundred', 'students', 'to', 'earn', 'the', 'right', 'to', 'take', 'part', 'in', 'the', 'evening', 'party,', 'a', 'fight', 'for', 'supremacy', 'between', 'puppeteers', 'using', 'their', 'automatons.', 'the', 'last', 'one', 'standing', 'is', 'bestowed', 'the', 'title', 'of', '""wiseman""', 'and', 'granted', 'access', 'to', 'the', 'powerful', 'forbidden', 'arts.', 'thus,', 'raishin', 'challenges', 'charlotte', 'belew', 'and', 'her', 'automaton', 'sigmund', 'to', 'a', 'duel,', 'but', 'before', 'they', 'even', 'begin,', 'sigmund', 'is', 'attacked', 'by', 'other', 'students.', 'after', 'saving', 'his', 'opponents', 'from', 'their', 'assaulters,', 'raishin', 'cancels', 'the', 'duel', 'but', 'is', 'forced', 'to', 'search', 'for', 'a', 'new', 'way', 'to', 'gain', 'access', 'to', 'the', 'party.', 'driven', 'by', 'the', 'tragedies', 'of', 'his', 'past,', 'raishin', 'fights', 'alongside', 'yaya', 'to', 'rise', 'to', 'the', 'top', 'and', 'claim', 'the', 'title', 'of', 'wiseman.', '[written', 'by', 'mal', 'rewrite]']"
3092,20021,Sword Art Online: Extra Edition,"['6.55', 'Action', 'Fantasy', 'VideoGame', 'the', 'story', 'is', 'set', 'a', 'couple', 'of', 'years', 'after', 'the', 'events', 'of', 'sword', 'art', 'online,', 'where', 'kazuto', '""kirito""', 'kirigaya', 'and', 'his', 'sister', 'suguha', 'meet', 'up', 'with', 'asuna', 'yuuki,', 'rika', '""lisbeth""', 'shinozaki,', 'and', 'keiko', '""silica""', 'ayano', 'at', 'the', 'sao', 'survivor', 'school.', 'kirito', 'then', 'attends', 'emergency', 'counseling,', 'while', 'the', 'girls', 'go', 'for', 'a', 'swim', 'at', 'the', 'pool.', 'it', 'turns', 'out', 'that', 'said', '""emergency', 'counseling""', 'is', 'a', 'subterfuge', 'set', 'up', 'by', 'seijirou', 'kikuoka,', 'aiming', 'to', 'rehash', 'the', 'incident', 'of', 'sword', 'art', 'online', 'in', 'hopes', 'of', 'determining', 'akihiko', ""kayaba's"", 'motives.', 'what', 'will', 'the', 'girls', 'get', 'up', 'to', 'in', 'the', 'pool,', 'and', 'what', 'awaits', 'kirito', 'and', 'his', '""counseling""?', '[written', 'by', 'mal', 'rewrite]']"
3093,18677,Yuusha ni Narenakatta Ore wa Shibushibu Shuushoku wo Ketsui Shimashita.,"['6.8100000000000005', 'Comedy', 'Fantasy', 'Romance', 'Ecchi', 'dreaming', 'of', 'becoming', 'a', 'hero', 'and', 'vanquishing', 'the', 'demon', 'king,', 'raul', 'chaser', 'enters', 'the', 'hero', 'training', 'program', 'in', 'pursuit', 'of', 'his', 'ambition.', 'however,', 'when', 'the', 'demon', 'king', 'is', 'defeated', 'and', 'peace', 'returns', 'to', 'the', 'world,', 'the', 'hero', 'training', 'program', 'is', 'suspended', 'indefinitely,', 'making', 'it', 'impossible', 'for', 'anyone', 'to', 'become', 'a', 'hero.', 'two', 'years', 'later,', 'raul', 'reluctantly', 'works', 'at', 'a', 'small', 'electronics', 'store', 'called', 'magic', 'shop', 'leon.', 'though', 'the', 'former', 'hero-in-training', 'is', 'plagued', 'by', 'the', 'mundanity', 'of', 'working', 'in', 'retail,', 'everything', 'changes', 'with', 'the', 'arrival', 'of', 'a', 'new', 'hire.', 'appearing', 'at', 'first', 'to', 'be', 'just', 'a', 'boy', 'with', 'good', 'looks,', '""he""', 'turns', 'out', 'to', 'be', 'a', 'female', 'demon', 'by', 'the', 'name', 'of', 'fino', 'bloodstone.', 'she', 'is', 'not', 'just', 'any', 'old', 'demon', ""either—raul's"", 'new', 'coworker', 'is', 'in', 'fact', 'the', 'daughter', 'of', 'the', 'late', 'demon', 'king!', 'handed', 'the', 'responsibility', 'of', 'training', 'this', 'eccentric', 'new', 'employee,', 'raul', 'soon', 'finds', 'his', 'life', 'becoming', 'livelier', 'than', 'it', 'ever', 'was', 'before.', '[written', 'by', 'mal', 'rewrite]']"
3094,12477,Sakasama no Patema,"['7.95', 'Adventure', 'AwardWinning', 'Sci-Fi', 'patema', 'is', 'a', 'plucky', 'young', 'girl', 'from', 'an', 'underground', 'civilization', 'boasting', 'an', 'incredible', 'network', 'of', 'tunnels.', 'inspired', 'by', 'a', 'friend', 'that', 'mysteriously', 'went', 'missing,', 'she', 'is', 'often', 'reprimanded', 'due', 'to', 'her', 'constant', 'excursions', 'of', 'these', 'tunnels', 'due', 'to', 'her', 'royal', 'status.', 'after', 'she', 'enters', 'what', 'is', 'known', 'as', 'the', '""forbidden', 'zone,""', 'she', 'accidentally', 'falls', 'into', 'a', 'giant', 'bottomless', 'pit', 'after', 'being', 'startled', 'by', 'a', 'strange', 'creature.', 'finding', 'herself', 'on', 'the', 'surface,', 'a', 'world', 'literally', 'turned', 'upside', 'down,', 'she', 'begins', 'falling', 'towards', 'the', 'sky', 'only', 'to', 'be', 'saved', 'by', 'age,', 'a', 'discontented', 'student', 'of', 'the', 'totalitarian', 'nation', 'known', 'as', 'aiga.', 'the', 'people', 'of', 'aiga', 'are', 'taught', 'to', 'believe', 'that', '""inverts,""', 'like', 'patema,', 'are', 'sinners', 'that', 'will', 'be', '""swallowed', 'by', 'the', 'sky,""', 'but', 'age', 'has', 'resisted', 'this', 'propaganda', 'and', 'decides', 'to', 'protect', 'his', 'new', 'friend.', 'a', 'chance', 'meeting', 'between', 'two', 'curious', 'teenagers', 'leads', 'to', 'an', 'exploration', 'of', 'two', 'unique', 'worlds', 'as', 'they', 'begin', 'working', 'together', 'to', 'unveil', 'the', 'secrets', 'of', 'their', 'origins', 'in', 'sakasama', 'no', 'patema,', 'a', 'heart-warming', 'film', 'about', 'overcoming', 'differences', 'in', 'order', 'to', 'coexist.', '[written', 'by', 'mal', 'rewrite]']"
3095,19647,Hajime no Ippo: Rising,"['8.61', 'Sports', 'CombatSports', 'japanese', 'featherweight', 'champion', 'makunouchi', 'ippo', 'has', 'defended', 'his', 'title', 'belt', 'once', 'more', 'with', 'the', 'help', 'of', 'his', 'devastating', 'signature', 'move:', 'the', 'dempsey', 'roll.', 'however,', 'new', 'challengers', 'are', 'rising', 'up', 'left', 'and', 'right,', 'claiming', 'to', 'have', 'an', 'answer', 'for', 'the', 'move', 'responsible', 'for', 'crushing', 'his', 'opponents.', 'will', 'ippo', 'be', 'able', 'to', 'step', 'up', 'to', 'the', 'challenge,', 'or', 'will', 'the', 'weight', 'of', 'his', 'pride', 'destroy', 'him', 'before', 'he', 'finds', 'out', 'just', 'what', 'it', 'means', 'to', 'be', 'strong?', 'meanwhile,', 'fellow', 'kamogawa', 'gym', 'mate', 'aoki', 'masaru', 'is', 'just', 'a', 'hop,', 'skip,', 'and', 'a', 'frog', 'punch', 'away', 'from', 'claiming', 'his', 'own', 'belt,', 'ready', 'to', 'take', 'on', 'the', 'japanese', 'lightweight', 'champion!', 'hajime', 'no', 'ippo:', 'rising', 'continues', ""ippo's"", 'quest', 'to', 'become', 'stronger,', 'featuring', 'the', 'same', 'cast', 'of', 'loveable', 'dimwits', 'from', 'kamogawa', 'gym,', 'as', 'they', 'put', 'their', 'bodies', 'and', 'hearts', 'on', 'the', 'line', 'to', 'make', 'their', 'way', 'in', 'the', 'harsh', 'world', 'of', 'professional', 'boxing.', 'with', 'a', 'will', 'of', 'iron,', 'ippo', 'steps', 'into', 'the', 'ring', 'once', 'again.', '[written', 'by', 'mal', 'rewrite]']"
3096,18245,White Album 2,"['7.61', 'Drama', 'Romance', 'LovePolygon', 'Music', 'haruki', ""kitahara's"", 'light', 'music', 'club', 'is', 'on', 'the', 'verge', 'of', 'disbanding.', 'at', 'this', 'rate,', 'the', 'third', ""year's"", 'dream', 'of', 'performing', 'at', 'the', 'school', 'festival', 'would', 'never', 'be', 'realized.', 'however,', 'as', 'his', 'exhausted', 'fingers', 'drift', 'through', 'the', 'chords', 'of', '""white', 'album,""', 'the', 'first', 'song', 'he', 'would', 'ever', 'play,', 'an', 'angelic', 'voice', 'and', 'mysterious', 'piano', 'begin', 'harmonizing', 'with', 'his', 'lonely', 'guitar.', 'it', 'is', 'a', 'momentous', 'performance', 'that', 'marks', 'the', 'beginning', 'of', 'everything', 'for', 'haruki.', 'white', 'album', '2', 'orchestrates', ""haruki's"", 'final', 'semester', 'with', 'complex', 'romance', 'and', 'exhilarating', 'music,', 'as', 'the', 'curtains', 'of', 'the', 'stage', 'he', 'so', 'desired', 'begin', 'to', 'open...', '[written', 'by', 'mal', 'rewrite]']"
3097,18689,Diamond no Ace,"['8.11', 'Sports', 'School', 'TeamSports', 'with', 'a', 'stray', 'pitch', 'that', 'completely', 'missed', 'the', 'batter,', 'eijun', 'sawamura', 'loses', 'his', 'final', 'middle', 'school', 'baseball', 'game.', 'frustrated', 'by', 'this', 'defeat,', 'eijun', 'and', 'his', 'teammates', 'vow', 'to', 'reach', 'the', 'national', 'tournament', 'once', 'they', 'are', 'in', 'high', 'school.', 'but', 'everything', 'changes', 'when', 'a', 'scout', 'unexpectedly', 'invites', 'him', 'to', ""tokyo's"", 'prestigious', 'seidou', 'high', 'school', 'after', 'seeing', 'the', 'potential', 'in', 'his', 'unusual', 'pitching', 'style.', 'encouraged', 'by', 'his', 'teammates,', 'eijun', 'accepts', 'the', 'offer,', 'ready', 'to', 'improve', 'his', 'skills', 'and', 'play', 'at', 'a', 'much', 'more', 'competitive', 'level', 'of', 'baseball.', 'however,', 'now', 'surrounded', 'by', 'a', 'large', 'number', 'of', 'skilled', 'players,', 'eijun', 'struggles', 'to', 'find', 'his', 'place', 'on', 'the', 'team.', 'he', 'declares', 'that', 'he', 'will', 'one', 'day', 'become', 'the', ""team's"", 'ace,', 'but', ""that's"", 'only', 'if', 'fellow', 'first', 'year', 'satoru', 'furuya', ""doesn't"", 'take', 'the', 'title', 'first,', 'with', 'his', 'breakneck', 'fastballs', 'that', 'earn', 'him', 'a', 'coveted', 'spot', 'on', 'the', 'starting', 'roster.', 'with', 'the', 'addition', 'of', 'these', 'talented', 'new', 'players', 'to', 'an', 'already', 'powerful', 'lineup,', 'the', 'seidou', 'baseball', 'team', 'aims', 'to', 'become', 'the', 'best', 'in', 'japan,', 'facing', 'off', 'against', 'a', 'number', 'of', 'formidable', 'foes', 'that', 'stand', 'in', 'their', 'way.', '[written', 'by', 'mal', 'rewrite]']"
3098,20507,Noragami,"['7.95', 'Action', 'Fantasy', 'Mythology', 'in', 'times', 'of', 'need,', 'if', 'you', 'look', 'in', 'the', 'right', 'place,', 'you', 'just', 'may', 'see', 'a', 'strange', 'telephone', 'number', 'scrawled', 'in', 'red.', 'if', 'you', 'call', 'this', 'number,', 'you', 'will', 'hear', 'a', 'young', 'man', 'introduce', 'himself', 'as', 'the', 'yato', 'god.', 'yato', 'is', 'a', 'minor', 'deity', 'and', 'a', 'self-proclaimed', '""delivery', 'god,""', 'who', 'dreams', 'of', 'having', 'millions', 'of', 'worshippers.', 'without', 'a', 'single', 'shrine', 'dedicated', 'to', 'his', 'name,', 'however,', 'his', 'goals', 'are', 'far', 'from', 'being', 'realized.', 'he', 'spends', 'his', 'days', 'doing', 'odd', 'jobs', 'for', 'five', 'yen', 'apiece,', 'until', 'his', 'weapon', 'partner', 'becomes', 'fed', 'up', 'with', 'her', 'useless', 'master', 'and', 'deserts', 'him.', 'just', 'as', 'things', 'seem', 'to', 'be', 'looking', 'grim', 'for', 'the', 'god,', 'his', 'fortune', 'changes', 'when', 'a', 'middle', 'school', 'girl,', 'hiyori', 'iki,', 'supposedly', 'saves', 'yato', 'from', 'a', 'car', 'accident,', 'taking', 'the', 'hit', 'for', 'him.', 'remarkably,', 'she', 'survives,', 'but', 'the', 'event', 'has', 'caused', 'her', 'soul', 'to', 'become', 'loose', 'and', 'hence', 'able', 'to', 'leave', 'her', 'body.', 'hiyori', 'demands', 'that', 'yato', 'return', 'her', 'to', 'normal,', 'but', 'upon', 'learning', 'that', 'he', 'needs', 'a', 'new', 'partner', 'to', 'do', 'so,', 'reluctantly', 'agrees', 'to', 'help', 'him', 'find', 'one.', 'and', 'with', ""hiyori's"", 'help,', ""yato's"", 'luck', 'may', 'finally', 'be', 'turning', 'around.', '[written', 'by', 'mal', 'rewrite]']"
3099,18897,Nisekoi,"['7.5600000000000005', 'Comedy', 'Romance', 'Harem', 'School', 'raku', 'ichijou,', 'a', 'first-year', 'student', 'at', 'bonyari', 'high', 'school,', 'is', 'the', 'sole', 'heir', 'to', 'an', 'intimidating', 'yakuza', 'family.', 'ten', 'years', 'ago,', 'raku', 'made', 'a', 'promise', 'to', 'his', 'childhood', 'friend.', 'now,', 'all', 'he', 'has', 'to', 'go', 'on', 'is', 'a', 'pendant', 'with', 'a', 'lock,', 'which', 'can', 'only', 'be', 'unlocked', 'with', 'the', 'key', 'which', 'the', 'girl', 'took', 'with', 'her', 'when', 'they', 'parted.', 'now,', 'years', 'later,', 'raku', 'has', 'grown', 'into', 'a', 'typical', 'teenager,', 'and', 'all', 'he', 'wants', 'is', 'to', 'remain', 'as', 'uninvolved', 'in', 'his', 'yakuza', 'background', 'as', 'possible', 'while', 'spending', 'his', 'school', 'days', 'alongside', 'his', 'middle', 'school', 'crush', 'kosaki', 'onodera.', 'however,', 'when', 'the', 'american', 'bee', 'hive', 'gang', 'invades', 'his', ""family's"", 'turf,', ""raku's"", 'idyllic', 'romantic', 'dreams', 'are', 'sent', 'for', 'a', 'toss', 'as', 'he', 'is', 'dragged', 'into', 'a', 'frustrating', 'conflict:', 'raku', 'is', 'to', 'pretend', 'that', 'he', 'is', 'in', 'a', 'romantic', 'relationship', 'with', 'chitoge', 'kirisaki,', 'the', 'beautiful', 'daughter', 'of', 'the', 'bee', ""hive's"", 'chief,', 'so', 'as', 'to', 'reduce', 'the', 'friction', 'between', 'the', 'two', 'groups.', 'unfortunately,', 'reality', 'could', 'not', 'be', 'farther', 'from', 'this', 'whopping', 'lie—raku', 'and', 'chitoge', 'fall', 'in', 'hate', 'at', 'first', 'sight,', 'as', 'the', 'girl', 'is', 'convinced', 'he', 'is', 'a', 'pathetic', 'pushover,', 'and', 'in', ""raku's"", 'eyes,', 'chitoge', 'is', 'about', 'as', 'attractive', 'as', 'a', 'savage', 'gorilla.', 'nisekoi', 'follows', 'the', 'daily', 'antics', 'of', 'this', 'mismatched', 'couple', 'who', 'have', 'been', 'forced', 'to', 'get', 'along', 'for', 'the', 'sake', 'of', 'maintaining', 'the', ""city's"", 'peace.', 'with', 'many', 'more', 'girls', 'popping', 'up', 'his', 'life,', 'all', 'involved', 'with', ""raku's"", 'past', 'somehow,', 'his', 'search', 'for', 'the', 'girl', 'who', 'holds', 'his', 'heart', 'and', 'his', 'promise', 'leads', 'him', 'in', 'more', 'unexpected', 'directions', 'than', 'he', 'expects.', '[written', 'by', 'mal', 'rewrite]']"
3100,18671,Chuunibyou demo Koi ga Shitai! Ren,"['7.55', 'Comedy', 'Romance', 'School', 'the', 'awkward', 'lovebirds,', 'yuuta', 'togashi', 'and', 'rikka', 'takanashi', 'are', 'now', 'living', 'together', 'as', 'they', 'enter', 'a', 'new', 'school', 'year,', 'but', 'their', 'adorable', 'relationship', 'remains', 'stagnant.', 'yuuta', 'struggles', 'to', 'adapt', 'to', 'having', 'a', 'chuuni', 'girlfriend', 'while', 'the', 'gang—sanae', 'dekomori,', 'shinka', 'nibutani', 'and', 'kumin', 'tsuyuri—are', 'still', 'keeping', 'up', 'with', 'their', 'quirks', 'despite', 'having', 'advanced', 'a', 'grade.', 'making', 'matters', 'worse,', 'another', 'chuuni', 'girl', 'from', ""yuuta's"", 'middle', 'school,', 'satone', 'shichimiya,', 'appears...', 'with', 'the', 'various', 'events', 'revolving', 'around', 'yuuta,', 'will', 'he', 'be', 'able', 'to', 'develop', 'his', 'relationship', 'with', 'rikka?', '[written', 'by', 'mal', 'rewrite]']"
3101,20541,Mikakunin de Shinkoukei,"['7.37', 'Comedy', 'Romance', 'Supernatural', 'School', 'just', 'an', 'ordinary', 'teenager,', 'kobeni', 'yonomori', 'receives', 'quite', 'the', 'surprise', 'on', 'her', '16th', 'birthday—a', 'fiancé', 'and', 'a', 'sister-in-law', 'she', 'never', 'even', 'knew', 'she', 'had.', 'as', 'a', 'result', 'of', 'an', 'arrangement', 'that', 'her', 'late', 'grandfather', 'made,', 'hakuya', 'mitsumine', 'and', 'his', 'younger', 'sister', 'mashiro', 'have', 'moved', 'from', 'their', 'countryside', 'home', 'to', 'the', 'yonomori', 'household', 'in', 'order', 'to', 'deepen', 'their', 'relationship', 'with', 'their', 'new', 'family', 'members.', 'mikakunin', 'de', 'shinkoukei', 'follows', ""kobeni's"", '""love', 'life""', 'with', 'hakuya', 'as', 'she', 'tries', 'her', 'best', 'to', 'adjust', 'to', 'the', 'abrupt', 'changes', 'forced', 'upon', 'her.', 'however,', 'as', 'some', 'extraordinary', 'secrets', 'regarding', 'the', 'siblings', 'come', 'to', 'light,', 'kobeni', 'will', 'find', 'her', 'life', 'changed', 'forever.', '[written', 'by', 'mal', 'rewrite]']"
3102,20031,D-Frag!,"['7.5', 'Comedy', 'School', 'StrategyGame', 'the', 'kazama', 'family—a', 'gang', 'of', 'three', 'wannabe', 'delinquents', 'and', 'close', 'friends,', 'spearheaded', 'by', 'kenji', 'kazama,', 'is', 'trying', 'to', 'make', 'a', 'name', 'for', 'themselves', 'at', 'fujou', 'academy.', 'on', 'the', 'first', 'day', 'of', 'the', 'term,', 'the', 'gang', 'finds', 'themselves', 'putting', 'out', 'a', 'fire', 'in', 'the', 'game', 'development', 'club.', 'instead', 'of', 'thanking', 'them,', 'the', 'eccentric', 'club', 'members', 'attack', 'and', 'knock', 'out', ""kenji's"", 'two', 'friends,', 'forcing', 'kenji', 'to', 'fight', 'for', 'his', 'life.', 'failing', 'to', 'escape,', 'the', 'gang', 'leader', 'is', 'coerced', 'into', 'joining', 'the', 'game', 'development', 'club.', 'as', 'he', 'settles', 'in,', 'kenji', 'gets', 'to', 'know', 'the', 'four', 'girls', 'responsible', 'for', 'his', 'provisional', 'membership—student', 'council', 'president', 'and', 'general', 'tyrant', 'chitose', 'karasuyama,', 'spirited', 'tomboy', 'sakura', 'mizukami,', 'negligent', 'club', 'advisor', 'minami', 'oosawa,', 'and', 'the', ""school's"", 'infamous', 'shadow', 'leader', 'roka', 'shibasaki.', 'throughout', 'the', 'game', 'development', ""club's"", 'constant', 'shenanigans', 'and', 'his', 'desperate', 'attempts', 'to', 'leave', 'the', 'club,', 'kenji', 'begins', 'to', 'realize', 'that', 'he', 'may', 'be', 'actually', 'enjoying', 'himself.', '[written', 'by', 'mal', 'rewrite]']"
